rank,gutenberg,title,author,downloads_30d,pick_score,locc,shelves,pg_issued,language,source,coffees,slug
416,4382,The pit,Frank Norris,585,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2003-08-01,en,auto-scored,1,g4382
417,1625,The frozen deep,Wilkie Collins,584,11,PR,Category: Adventure; Category: Novels; Category: British Literature,1999-02-01,en,auto-scored,1,g1625
418,3413,The Blazed Trail,Stewart Edward White,584,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2002-09-01,en,auto-scored,1,g3413
419,2059,The Little Shepherd of Kingdom Come,Jr. John Fox,582,17,PS,"US Civil War; Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: American Literature",2000-02-01,en,auto-scored,1,g2059
420,4071,"Monsieur Lecoq, v. 1",Emile Gaboriau,582,11,PQ,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: French Literature",2006-04-13,en,auto-scored,1,g4071
421,17498,When Knighthood Was in Flower,Charles Major,581,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Romance; Category: British Literature",2006-01-13,en,auto-scored,1,g17498
422,1678,An Historical Mystery (The Gondreville Mystery),Honoré de Balzac,581,11,PQ,"Category: Historical Novels; Category: Crime, Thrillers and Mystery; Category: French Literature",2004-11-06,en,auto-scored,1,g1678
423,2035,Stories by English Authors: The Orient (Selected by Scribners),Various,581,11,PR,Short Stories; Category: Short Stories; Category: Adventure; Category: British Literature; Nobel Prizes in Literature,2006-03-26,en,auto-scored,1,g2035
424,13782,Lady Rose's Daughter,Mrs. Humphry Ward,580,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2004-10-18,en,auto-scored,1,g13782
425,1939,A Gentleman of France: Being the Memoirs of Gaston de Bonne Sieur de Marsac,Stanley John Weyman,580,11,PR,Historical Fiction; Category: Historical Novels; Category: Adventure; Category: Novels; Category: French Literature,1999-10-01,en,auto-scored,1,g1939
426,14961,Sentimental Tommy,J. M. Barrie,579,15,PR,"Bestsellers, American, 1895-1923; Category: Children & Young Adult Reading; Category: Novels; Category: British Literature",2005-02-07,en,auto-scored,1,g14961
427,1161,Jerry of the Islands,Jack London,579,11,PS,Category: Adventure; Category: Novels; Category: American Literature,1998-01-01,en,auto-scored,1,g1161
428,4097,Alice of Old Vincennes,Maurice Thompson,577,17,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Romance; Category: Adventure; Category: American Literature",2003-05-01,en,auto-scored,1,g4097
429,13937,The Mysterious Rider,Zane Grey,577,15,PS,"Western; Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2004-11-03,en,auto-scored,1,g13937
430,783,The Lost City,Jos. E. Badger,576,11,PZ,Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,1997-01-01,en,auto-scored,1,g783
431,9779,The Black Bag,Louis Joseph Vance,574,13,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2006-01-01,en,auto-scored,1,g9779
432,2028,The Yellow Claw,Sax Rohmer,574,11,PR,"Crime Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2006-05-14,en,auto-scored,1,g2028
433,14697,Lewis Rand,Mary Johnston,573,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: American Literature",2005-01-15,en,auto-scored,1,g14697
434,1913,The Drums of Jeopardy,Harold MacGrath,573,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-10-01,en,auto-scored,1,g1913
435,2565,The Story of the Glittering Plain,William Morris,573,11,PR,Fantasy; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: British Literature,2001-03-01,en,auto-scored,1,g2565
436,1550,A Lady of Quality,Frances Hodgson Burnett,572,15,PS,"Historical Fiction; Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",1998-12-01,en,auto-scored,1,g1550
437,4230,"Tom Swift and His Motor-Cycle; Or, Fun and Adventures on the Road",Victor Appleton,571,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2003-07-01,en,auto-scored,1,g4230
438,5122,The Trail of the Lonesome Pine,Jr. John Fox,569,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5122
439,14532,The Honorable Peter Stirling and What People Thought of Him,Paul Leicester Ford,569,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2004-12-30,en,auto-scored,1,g14532
440,5972,A Fascinating Traitor: An Anglo-Indian Story,Richard Savage,569,11,PS,Category: Adventure; Category: Novels; Category: British Literature,2004-06-01,en,auto-scored,1,g5972
441,6229,"The Seats of the Mighty, Complete",Gilbert Parker,569,11,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels",2004-11-17,en,auto-scored,1,g6229
442,14852,The Younger Set,Robert W. Chambers,568,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2005-02-01,en,auto-scored,1,g14852
443,850,Tom Grogan,Francis Hopkinson Smith,567,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature; Category: Gender & Sexuality Studies",1997-03-01,en,auto-scored,1,g850
444,5054,The Dream Doctor,Arthur B. Reeve,567,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5054
445,7492,The Fighting Chance,Robert W. Chambers,567,11,PS,"Bestsellers, American, 1895-1923; Category: Novels",2005-02-01,en,auto-scored,1,g7492
446,14303,Queed: A Novel,Henry Sydnor Harrison,565,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-12-08,en,auto-scored,1,g14303
447,30115,Tante,Anne Douglas Sedgwick,564,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2009-09-27,en,auto-scored,1,g30115
448,4387,Present at a Hanging and Other Ghost Stories,Ambrose Bierce,564,11,PS,"Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: American Literature",2003-08-01,en,auto-scored,1,g4387
449,14571,Life and Gabriella: The Story of a Woman's Courage,Ellen Anderson Gholson Glasgow,563,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-01-03,en,auto-scored,1,g14571
450,3739,A Far Country — Complete,Winston Churchill,562,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-10-17,en,auto-scored,1,g3739
451,5364,The Inside of the Cup — Complete,Winston Churchill,562,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-10-17,en,auto-scored,1,g5364
452,3536,The Enchanted Castle,E. Nesbit,562,11,PZ,Children's Literature; Children's Fiction; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: British Literature,2002-11-01,en,auto-scored,1,g3536
453,5311,Parnassus on Wheels,Christopher Morley,562,11,PS,Bibliomania; Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,2004-03-01,en,auto-scored,1,g5311
454,10201,The Desert of Wheat,Zane Grey,560,15,PS,"Western; Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: American Literature",2003-11-01,en,auto-scored,1,g10201
455,1163,Adventure,Jack London,560,11,PS,Category: Adventure; Category: Novels; Category: American Literature,1998-01-01,en,auto-scored,1,g1163
456,1099,The Riverman,Stewart Edward White,559,11,PS,Category: Adventure; Category: Novels; Category: American Literature,1997-11-01,en,auto-scored,1,g1099
457,6781,The Ghost-Seer; or the Apparitionist; and Sport of Destiny,Friedrich Schiller,559,11,PT,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: German Literature",2004-12-08,en,auto-scored,1,g6781
458,324,A Knight of the Cumberland,Jr. John Fox,557,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2008-07-09,en,auto-scored,1,g324
459,4074,Swallow: A Tale of the Great Trek,H. Rider Haggard,557,11,PR,Historical Fiction; Category: Historical Novels; Category: Adventure,2006-04-13,en,auto-scored,1,g4074
460,2358,The After House,Mary Roberts Rinehart,555,11,PS,"Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: American Literature",2000-10-01,en,auto-scored,1,g2358
461,7831,When London Burned : a Story of Restoration Times and the Great Fire,G. A. Henty,555,11,PR; PZ,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2005-04-01,en,auto-scored,1,g7831
462,4604,The Clique of Gold,Emile Gaboriau,553,11,PQ,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels",2006-04-13,en,auto-scored,1,g4604
463,3659,The Rosary,Florence L. Barclay,552,15,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: British Literature",2003-01-01,en,auto-scored,1,g3659
464,14145,If Winter Comes,A. S. M. Hutchinson,552,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2004-11-24,en,auto-scored,1,g14145
465,14730,The Redemption of David Corson,Charles Frederic Goss,552,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-01-19,en,auto-scored,1,g14730
466,2727,Allan's Wife,H. Rider Haggard,549,11,PR,Adventure; Movie Books; Category: Adventure; Category: Novels; Category: British Literature,2006-03-28,en,auto-scored,1,g2727
467,1098,The Turmoil: A Novel,Booth Tarkington,548,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",1997-11-01,en,auto-scored,1,g1098
468,1869,The Man in Lower Ten,Mary Roberts Rinehart,547,17,PS,"Bestsellers, American, 1895-1923; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-08-01,en,auto-scored,1,g1869
469,4931,Won By the Sword : a tale of the Thirty Years' War,G. A. Henty,547,11,PR; PZ,Historical Fiction; Children's Fiction; Category: Historical Novels; Category: Adventure,2004-01-01,en,auto-scored,1,g4931
470,4932,A Knight of the White Cross: A Tale of the Siege of Rhodes,G. A. Henty,547,11,PR; PZ,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-01-01,en,auto-scored,1,g4932
471,14813,The Life and Death of Richard Yea-and-Nay,Maurice Hewlett,546,15,PR,"Historical Fiction; Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: British Literature",2005-01-26,en,auto-scored,1,g14813
472,21777,The Years Between,Rudyard Kipling,546,15,PR,"Bestsellers, American, 1895-1923; Category: Poetry; Category: British Literature; Nobel Prizes in Literature",2007-06-08,en,auto-scored,1,g21777
473,1239,The Spirit of the Border: A Romance of the Early Settlers in the Ohio Valley,Zane Grey,546,11,PS,Western; Category: Historical Novels; Category: Romance; Category: Adventure; Category: American Literature,1998-03-01,en,auto-scored,1,g1239
474,2861,The Sleuth of St. James's Square,Melville Davisson Post,546,11,PS,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels",2001-10-01,en,auto-scored,1,g2861
475,6236,The Battle of the Strong: A Romance of Two Kingdoms — Complete,Gilbert Parker,545,13,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: Novels",2004-11-17,en,auto-scored,1,g6236
476,714,The Bobbsey Twins in the Country,Laura Lee Hope,545,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,1996-11-01,en,auto-scored,1,g714
477,4796,"Jack Tier; Or, The Florida Reef",James Fenimore Cooper,545,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2003-12-01,en,auto-scored,1,g4796
478,3684,Mr. Crewe's Career — Complete,Winston Churchill,543,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-10-16,en,auto-scored,1,g3684
479,1741,The White Moll,Frank L. Packard,543,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-05-01,en,auto-scored,1,g1741
480,1970,A Poor Wise Man,Mary Roberts Rinehart,542,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",1999-11-01,en,auto-scored,1,g1970
481,14396,His Family,Ernest Poole,542,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-12-20,en,auto-scored,1,g14396
482,1976,Peter Ruff and the Double Four,E. Phillips Oppenheim,542,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1999-11-01,en,auto-scored,1,g1976
483,1590,The Amazing Interlude,Mary Roberts Rinehart,537,15,PS,"Contemporary Reviews; Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: American Literature",1999-01-01,en,auto-scored,1,g1590
484,14068,Gordon Keith,Thomas Nelson Page,537,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: American Literature",2004-11-17,en,auto-scored,1,g14068
485,5735,The Valley of the Giants,Peter B. Kyne,536,11,PS,Category: Historical Novels; Category: Adventure; Category: Novels; Category: American Literature,2004-05-01,en,auto-scored,1,g5735
486,4516,Peter: A Novel of Which He is Not the Hero,Francis Hopkinson Smith,535,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2003-10-01,en,auto-scored,1,g4516
487,5382,A Modern Chronicle — Complete,Winston Churchill,535,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-10-19,en,auto-scored,1,g5382
488,3464,Tish,Mary Roberts Rinehart,534,11,PS,Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,2005-02-16,en,auto-scored,1,g3464
489,1096,The Faith of Men,Jack London,533,11,PS,Category: Short Stories; Category: Adventure; Category: American Literature,1997-11-01,en,auto-scored,1,g1096
490,6249,The Right of Way — Complete,Gilbert Parker,533,11,PS,"Bestsellers, American, 1895-1923; Category: Novels",2004-11-18,en,auto-scored,1,g6249
491,4383,Maria Chapdelaine: A Tale of the Lake St. John Country,Louis Hémon,532,15,PQ,"Bestsellers, American, 1895-1923; Category: Novels; Category: French Literature",2003-08-01,en,auto-scored,1,g4383
492,6415,This Freedom,A. S. M. Hutchinson,532,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature; Category: Gender & Sexuality Studies",2004-09-01,en,auto-scored,1,g6415
493,5697,Tales of Chinatown,Sax Rohmer,532,11,PR,"Crime Fiction; Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: British Literature",2004-05-01,en,auto-scored,1,g5697
494,7132,The Purple Land,W. H. Hudson,532,11,PR,Category: Adventure; Category: Novels; Category: British Literature,2004-12-01,en,auto-scored,1,g7132
495,1284,"Tom Swift and His Air Scout; Or, Uncle Sam's Mastery of the Sky",Victor Appleton,531,11,PZ,Children's Book Series; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,1998-04-01,en,auto-scored,1,g1284
496,12441,The House of a Thousand Candles,Meredith Nicholson,530,17,PS,"Bestsellers, American, 1895-1923; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-05-01,en,auto-scored,1,g12441
497,36355,The Salamander,Owen Johnson,530,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2011-06-08,en,auto-scored,1,g36355
498,403,Soldiers of Fortune,Richard Harding Davis,529,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",1996-01-01,en,auto-scored,1,g403
499,6485,"Hugh Wynne, Free Quaker",S. Weir Mitchell,528,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: American Literature",2004-09-01,en,auto-scored,1,g6485
500,1159,Fire-Tongue,Sax Rohmer,527,11,PR,"Crime Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1998-01-01,en,auto-scored,1,g1159
501,4358,The Sea Fairies,L. Frank Baum,526,11,PZ,Children's Literature; Fantasy; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure,2003-08-01,en,auto-scored,1,g4358
502,1033,Rose o' the River,Kate Douglas Smith Wiggin,525,17,PS,"Children's Literature; Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels; Category: American Literature",1997-09-01,en,auto-scored,1,g1033
503,14740,The Princess Passes,C. N. Williamson,525,17,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels; Category: Travel Writing; Category: British Literature",2005-01-20,en,auto-scored,1,g14740
504,7196,"The Adventures of Tom Sawyer, Part 4.",Mark Twain,525,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-06-29,en,auto-scored,1,g7196
505,33963,The Valiants of Virginia,Hallie Erminie Rives,524,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2010-09-29,en,auto-scored,1,g33963
506,1412,Masterman Ready,Frederick Marryat,524,11,PR; PZ,Category: Adventure; Category: Novels; Category: British Literature,1998-08-01,en,auto-scored,1,g1412
507,5257,The Broad Highway,Jeffery Farnol,523,17,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Humour; Category: Adventure; Category: Novels; Category: British Literature",2004-03-01,en,auto-scored,1,g5257
508,2057,The Last of the Plainsmen,Zane Grey,523,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,2000-02-01,en,auto-scored,1,g2057
509,5738,"Cappy Ricks; Or, the Subjugation of Matt Peasley",Peter B. Kyne,523,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-05-01,en,auto-scored,1,g5738
510,1628,My Lady's Money,Wilkie Collins,522,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2006-03-22,en,auto-scored,1,g1628
511,1963,The Confession,Mary Roberts Rinehart,522,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-11-01,en,auto-scored,1,g1963
512,9879,The Amateur Gentleman,Jeffery Farnol,520,17,PR,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: British Literature",2006-02-01,en,auto-scored,1,g9879
513,4684,The U. P. Trail,Zane Grey,519,17,PS,"Western; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",2003-11-01,en,auto-scored,1,g4684
514,481,In the Bishop's Carriage,Miriam Michelson,519,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Humour; Category: Novels; Category: American Literature",1996-04-01,en,auto-scored,1,g481
515,1465,The Wreck of the Golden Mary,Charles Dickens,518,11,PR,Category: Adventure; Category: Novels; Category: British Literature,1998-09-01,en,auto-scored,1,g1465
516,2066,Wildfire,Zane Grey,517,17,PS,"Western; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature",2000-02-01,en,auto-scored,1,g2066
517,4287,The Red Planet,William John Locke,517,15,PR,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: British Literature",2003-07-01,en,auto-scored,1,g4287
518,1423,No Thoroughfare,Charles Dickens,517,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",1998-08-01,en,auto-scored,1,g1423
519,39137,Shrewsbury: A Romance,Stanley John Weyman,515,15,PR,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Romance; Category: Novels; Category: British Literature",2012-03-14,en,auto-scored,1,g39137
520,3030,The tavern knight,Rafael Sabatini,515,11,PR,Category: Historical Novels; Category: Adventure; Category: British Literature,2002-01-01,en,auto-scored,1,g3030
521,1814,The Agony Column,Earl Derr Biggers,511,11,PS,"Category: Romance; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-07-01,en,auto-scored,1,g1814
522,39984,Lord Loveland Discovers America,C. N. Williamson,507,15,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Humour; Category: Novels; Category: British Literature",2012-06-13,en,auto-scored,1,g39984
523,5142,Graustark,George Barr McCutcheon,507,13,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels",2004-02-01,en,auto-scored,1,g5142
524,1987,The Outlet,Andy Adams,507,11,PS,Western; Category: Historical Novels; Category: Adventure; Category: American Literature,1999-12-01,en,auto-scored,1,g1987
525,13985,V. V.'s Eyes,Henry Sydnor Harrison,505,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-11-08,en,auto-scored,1,g13985
526,954,"Tom Swift and His War Tank; Or, Doing His Bit for Uncle Sam",Victor Appleton,505,11,PZ,Children's Book Series; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,1997-06-01,en,auto-scored,1,g954
527,2713,"Maiwa's Revenge; Or, The War of the Little Hand",H. Rider Haggard,505,11,PR,Adventure; Category: Adventure; Category: Novels; Category: British Literature,2006-03-31,en,auto-scored,1,g2713
528,327,The Princess Aline,Richard Harding Davis,504,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: British Literature",1995-09-01,en,auto-scored,1,g327
529,4379,The Fortunate Youth,William John Locke,503,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2003-08-01,en,auto-scored,1,g4379
530,13883,The Tree of Heaven,May Sinclair,503,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature; Category: Parenthood & Family Relations",2004-10-27,en,auto-scored,1,g13883
531,14395,Septimus,William John Locke,503,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2004-12-20,en,auto-scored,1,g14395
532,528,"Joe the Hotel Boy; Or, Winning out by Pluck",Jr. Horatio Alger,503,11,PZ; PS,Children's Fiction; Category: Adventure; Category: Novels; Category: American Literature,2006-03-18,en,auto-scored,1,g528
533,1390,"The Jimmyjohn Boss, and Other Stories",Owen Wister,501,11,PS,Western; Category: Short Stories; Category: Adventure; Category: American Literature,1998-07-01,en,auto-scored,1,g1390
534,3802,The Lerouge Case,Emile Gaboriau,501,11,PQ,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: French Literature",2006-04-13,en,auto-scored,1,g3802
535,4282,Don Rodriguez; Chronicles of Shadow Valley,Lord Dunsany,501,11,PR,Fantasy; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,2003-07-01,en,auto-scored,1,g4282
536,4745,At the Villa Rose,A. E. W. Mason,501,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2003-12-01,en,auto-scored,1,g4745
537,6086,The Scottish Chiefs,Jane Porter,501,11,PR,Historical Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-07-01,en,auto-scored,1,g6086
538,7779,Of Captain Mission,Daniel Defoe,501,11,PR,Category: Historical Novels; Category: Adventure; Category: British Literature,2005-03-01,en,auto-scored,1,g7779
539,9489,Michael O'Halloran,Gene Stratton-Porter,500,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-12-01,en,auto-scored,1,g9489
540,1281,"Tom Swift and His Aerial Warship; Or, The Naval Terror of the Seas",Victor Appleton,500,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,1998-04-01,en,auto-scored,1,g1281
541,2688,The Clue of the Twisted Candle,Edgar Wallace,499,11,PR,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2001-06-01,en,auto-scored,1,g2688
542,14367,When a man's a man,Harold Bell Wright,498,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-12-16,en,auto-scored,1,g14367
543,29932,The Harbor,Ernest Poole,498,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2009-09-09,en,auto-scored,1,g29932
544,753,Arizona nights,Stewart Edward White,498,11,PS,Category: Short Stories; Category: Adventure; Category: American Literature,1996-12-01,en,auto-scored,1,g753
545,952,"Tom Swift and His Air Glider; Or, Seeking the Platinum Treasure",Victor Appleton,496,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure,1997-06-01,en,auto-scored,1,g952
546,1723,Cow-Country,B. M. Bower,496,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,1999-04-01,en,auto-scored,1,g1723
547,6491,The Head of the House of Coombe,Frances Hodgson Burnett,495,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2004-09-01,en,auto-scored,1,g6491
548,3239,The Puppet Crown,Harold MacGrath,495,13,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: Novels",2002-05-01,en,auto-scored,1,g3239
549,14219,The Helmet of Navarre,Bertha Runkle,494,17,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: French Literature",2004-11-30,en,auto-scored,1,g14219
550,6073,"Smith and the Pharaohs, and other Tales",H. Rider Haggard,493,11,PR,"Category: Short Stories; Category: Adventure; Category: Mythology, Legends & Folklore; Category: British Literature",2006-04-22,en,auto-scored,1,g6073
551,1386,Lady Baltimore,Owen Wister,492,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",1998-07-01,en,auto-scored,1,g1386
552,7200,"The Adventures of Tom Sawyer, Part 8.",Mark Twain,491,11,PS,Category: Adventure; Category: Novels; Category: Classics of Literature; Category: American Literature,2004-06-30,en,auto-scored,1,g7200
553,7318,"The Bravest of the Brave — or, with Peterborough in Spain",G. A. Henty,491,11,PZ,Historical Fiction; Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2005-01-01,en,auto-scored,1,g7318
554,14671,Dorothy Vernon of Haddon Hall,Charles Major,490,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: British Literature",2005-01-11,en,auto-scored,1,g14671
555,1406,The Perils of Certain English Prisoners,Charles Dickens,490,11,PR,Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature,1998-08-01,en,auto-scored,1,g1406
556,358,The Scarlet Car,Richard Harding Davis,487,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,1995-11-01,en,auto-scored,1,g358
557,716,The Cruise of the Jasper B.,Don Marquis,487,11,PS,Category: Adventure; Category: Novels; Category: American Literature,1996-11-01,en,auto-scored,1,g716
558,6864,Average Jones,Samuel Hopkins Adams,487,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-11-01,en,auto-scored,1,g6864
559,2371,The Filigree Ball,Anna Katharine Green,484,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2000-10-01,en,auto-scored,1,g2371
560,1809,Bucky O'Connor: A Tale of the Unfenced Border,William MacLeod Raine,482,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,1999-07-01,en,auto-scored,1,g1809
561,2324,A House to Let,Charles Dickens,482,11,PR,"Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: British Literature",2000-09-01,en,auto-scored,1,g2324
562,2391,Bruce,Albert Payson Terhune,482,11,PZ,Animals-Domestic; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2000-11-01,en,auto-scored,1,g2391
563,14001,The Mississippi Bubble,Emerson Hough,481,17,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: Novels; Category: American Literature",2004-11-10,en,auto-scored,1,g14001
564,6353,The Prince of Graustark,George Barr McCutcheon,481,11,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Humour; Category: Novels",2004-08-01,en,auto-scored,1,g6353
565,14885,Red Pottage,Mary Cholmondeley,480,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2005-02-02,en,auto-scored,1,g14885
566,2805,With Lee in Virginia: A Story of the American Civil War,G. A. Henty,480,11,PR; PZ,US Civil War; Historical Fiction; Children's Fiction; Category: Historical Novels; Category: Adventure; Category: Novels; Category: American Literature,2001-09-01,en,auto-scored,1,g2805
